6.660543,0.7996266,-0.4327297
6.7466917,0.8314609,-0.3966354
6.8345821,0.8620475,-0.3638607
6.9232329,0.8923713,-0.3289925
6.9398792,0.8070226,-0.2847432
7.022752,0.774319,-0.1831639
7.0096276,0.9222506,-0.2854559
7.0273521,0.8418427,-0.2439621
7.1094823,0.8064062,-0.1511796
7.0939597,0.9528651,-0.2435552
7.114319,0.8753842,-0.2034416
7.1927501,0.8377636,-0.1173804
7.1939349,0.9091334,-0.1664118
7.1792917,0.9876346,-0.2031072
7.2614595,0.7896483,0.0095917
7.2739472,0.8679639,-0.0748581
7.272292,0.9448145,-0.1326401
7.2674874,1.0203946,-0.1768112
7.3525635,0.8137985,0.0359688
7.3580465,0.8969624,-0.0307033
7.3623117,0.9737931,-0.0979268
7.3516316,1.0513319,-0.1452651
7.4548401,0.832648,0.0467652
7.4532975,0.9195425,-0.0050617
7.4561723,0.9986175,-0.0668201
7.4414253,1.081693,-0.115376
7.5586288,0.7646619,0.1007399
7.5611486,0.849262,0.0542998
7.5569235,0.9416376,0.0108741
7.5529806,1.0237085,-0.0429447
7.5422601,1.1055061,-0.094468
7.6755121,0.7792247,0.0849461
7.6673018,0.8670068,0.0545909
7.6591182,0.9579767,0.0197237
7.6512538,1.0451077,-0.0252128
7.6394773,1.1289571,-0.0739944
7.7677433,0.9718607,0.008189
7.7951363,0.8754109,0.0312243
7.7507468,1.0632065,-0.0192789
7.8207416,0.7834572,0.0600594
7.7406602,1.1405504,-0.0666354
7.8558939,1.0777723,-0.030369
7.8510442,1.1476376,-0.0701797
7.8935085,0.9818568,-0.0075968
7.9221473,0.8876434,0.0221643
7.9648655,0.7877853,0.0459684
7.9675064,1.0905864,-0.0368005
7.9547254,1.1638415,-0.0621083
8.0040015,0.9992523,-0.0043325
8.0342187,0.9057844,0.0323573
7.9627202,1.2590271,-0.1078059
8.0672077,0.8129235,0.0630639
8.071408,1.1071401,-0.0206301
8.0589794,1.1904266,-0.0456992
8.1092481,1.0112006,0.0037133
8.132463,0.9227202,0.0449182
